  #K-Path    Energy        Mo        Au         S        Si         C         O
# Band-Index    1
    0.559  -24.2110     0.000     0.000     0.000     0.000     0.284     0.679
    0.581  -24.2110     0.000     0.000     0.000     0.000     0.284     0.679
    0.603  -24.2110     0.000     0.000     0.000     0.000     0.284     0.679
    0.625  -24.2110     0.000     0.000     0.000     0.000     0.284     0.679
 
# Band-Index    2
    0.625  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.603  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.581  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.559  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.537  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.515  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.493  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.471  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.449  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.426  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.404  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.382  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.360  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.360  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.349  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.338  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.327  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.316  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.305  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.294  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.283  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.272  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.261  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.250  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.239  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.228  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.228  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.209  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.190  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.171  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.152  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.133  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.114  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.095  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.076  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.057  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.038  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.019  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
    0.000  -23.2366     0.000     0.000     0.000     0.000     0.264     0.776
 
# Band-Index    3
    0.000  -15.4190     0.097     0.001     0.564     0.012     0.000     0.000
    0.019  -15.4182     0.097     0.001     0.564     0.012     0.000     0.000
    0.038  -15.4159     0.097     0.001     0.566     0.012     0.000     0.000
    0.057  -15.4120     0.097     0.001     0.565     0.012     0.000     0.000
    0.076  -15.4066     0.097     0.001     0.568     0.012     0.000     0.000
    0.095  -15.3998     0.098     0.001     0.567     0.013     0.000     0.000
    0.114  -15.3918     0.096     0.001     0.569     0.012     0.000     0.000
    0.133  -15.3827     0.098     0.001     0.565     0.012     0.000     0.000
    0.152  -15.3728     0.095     0.001     0.571     0.011     0.000     0.000
    0.171  -15.3627     0.096     0.000     0.565     0.012     0.000     0.000
    0.190  -15.3534     0.096     0.000     0.569     0.012     0.000     0.000
    0.209  -15.3465     0.096     0.000     0.573     0.013     0.000     0.000
    0.228  -15.3438     0.094     0.000     0.567     0.013     0.000     0.000
    0.228  -15.3438     0.094     0.000     0.567     0.013     0.000     0.000
    0.239  -15.3436     0.094     0.000     0.567     0.013     0.000     0.000
    0.250  -15.3431     0.094     0.000     0.566     0.013     0.000     0.000
    0.261  -15.3422     0.093     0.000     0.566     0.014     0.000     0.000
    0.272  -15.3410     0.091     0.000     0.566     0.014     0.000     0.000
    0.283  -15.3396     0.094     0.000     0.564     0.014     0.000     0.000
    0.294  -15.3379     0.094     0.000     0.571     0.014     0.000     0.000
    0.305  -15.3360     0.094     0.000     0.570     0.014     0.000     0.000
    0.316  -15.3342     0.092     0.000     0.570     0.014     0.000     0.000
    0.327  -15.3324     0.095     0.000     0.570     0.012     0.000     0.000
    0.338  -15.3309     0.095     0.000     0.571     0.012     0.000     0.000
    0.349  -15.3298     0.095     0.000     0.570     0.012     0.000     0.000
    0.360  -15.3295     0.095     0.000     0.574     0.013     0.000     0.000
    0.360  -15.3295     0.095     0.000     0.574     0.013     0.000     0.000
    0.382  -15.3315     0.093     0.000     0.570     0.013     0.000     0.000
    0.404  -15.3379     0.093     0.000     0.573     0.013     0.000     0.000
    0.426  -15.3477     0.094     0.000     0.570     0.013     0.000     0.000
    0.449  -15.3594     0.095     0.000     0.566     0.014     0.000     0.000
    0.471  -15.3716     0.093     0.000     0.566     0.013     0.000     0.000
    0.493  -15.3832     0.099     0.001     0.565     0.012     0.000     0.000
    0.515  -15.3936     0.098     0.001     0.567     0.012     0.000     0.000
    0.537  -15.4025     0.098     0.001     0.567     0.013     0.000     0.000
    0.559  -15.4096     0.097     0.001     0.566     0.012     0.000     0.000
    0.581  -15.4148     0.097     0.001     0.566     0.012     0.000     0.000
    0.603  -15.4179     0.097     0.001     0.565     0.012     0.000     0.000
    0.625  -15.4190     0.097     0.001     0.564     0.012     0.000     0.000
 
# Band-Index    4
    0.625  -14.9984     0.088     0.000     0.586     0.017     0.000     0.000
    0.603  -15.0104     0.093     0.000     0.584     0.014     0.000     0.000
    0.581  -15.0369     0.092     0.000     0.584     0.014     0.000     0.000
    0.559  -15.0656     0.092     0.000     0.579     0.014     0.000     0.000
    0.537  -15.0937     0.093     0.000     0.577     0.012     0.000     0.000
    0.515  -15.1204     0.096     0.000     0.578     0.012     0.000     0.000
    0.493  -15.1451     0.094     0.000     0.573     0.012     0.000     0.000
    0.471  -15.1673     0.094     0.000     0.573     0.012     0.000     0.000
    0.449  -15.1866     0.095     0.000     0.574     0.013     0.000     0.000
    0.426  -15.2022     0.098     0.001     0.571     0.012     0.000     0.000
    0.404  -15.2134     0.099     0.001     0.571     0.011     0.000     0.000
    0.382  -15.2196     0.100     0.001     0.569     0.011     0.000     0.000
    0.360  -15.2221     0.101     0.001     0.567     0.011     0.000     0.000
    0.360  -15.2221     0.101     0.001     0.567     0.011     0.000     0.000
    0.349  -15.2225     0.101     0.001     0.568     0.011     0.000     0.000
    0.338  -15.2230     0.100     0.001     0.571     0.011     0.000     0.000
    0.327  -15.2237     0.101     0.001     0.571     0.011     0.000     0.000
    0.316  -15.2248     0.101     0.001     0.570     0.011     0.000     0.000
    0.305  -15.2261     0.100     0.001     0.569     0.011     0.000     0.000
    0.294  -15.2275     0.098     0.000     0.568     0.011     0.000     0.000
    0.283  -15.2288     0.100     0.000     0.570     0.011     0.000     0.000
    0.272  -15.2300     0.100     0.000     0.567     0.010     0.000     0.000
    0.261  -15.2311     0.100     0.000     0.568     0.009     0.000     0.000
    0.250  -15.2318     0.101     0.000     0.572     0.009     0.000     0.000
    0.239  -15.2323     0.101     0.000     0.570     0.011     0.000     0.000
    0.228  -15.2325     0.104     0.000     0.570     0.012     0.000     0.000
    0.228  -15.2325     0.104     0.000     0.570     0.012     0.000     0.000
    0.209  -15.2285     0.101     0.000     0.569     0.010     0.000     0.000
    0.190  -15.2175     0.101     0.000     0.576     0.011     0.000     0.000
    0.171  -15.2016     0.099     0.000     0.571     0.011     0.000     0.000
    0.152  -15.1822     0.097     0.000     0.568     0.011     0.000     0.000
    0.133  -15.1606     0.098     0.000     0.572     0.011     0.000     0.000
    0.114  -15.1374     0.097     0.000     0.576     0.011     0.000     0.000
    0.095  -15.1130     0.095     0.000     0.574     0.012     0.000     0.000
    0.076  -15.0878     0.097     0.000     0.577     0.014     0.000     0.000
    0.057  -15.0622     0.095     0.000     0.578     0.013     0.000     0.000
    0.038  -15.0369     0.092     0.000     0.582     0.013     0.000     0.000
    0.019  -15.0130     0.091     0.000     0.584     0.014     0.000     0.000
    0.000  -14.9984     0.088     0.000     0.586     0.017     0.000     0.000
 
# Band-Index    5
    0.000  -14.9798     0.097     0.001     0.585     0.010     0.000     0.000
    0.019  -14.9770     0.093     0.000     0.583     0.013     0.000     0.000
    0.038  -14.9804     0.094     0.000     0.583     0.012     0.000     0.000
    0.057  -14.9874     0.094     0.000     0.581     0.013     0.000     0.000
    0.076  -14.9955     0.095     0.000     0.579     0.013     0.000     0.000
    0.095  -15.0038     0.094     0.000     0.585     0.011     0.000     0.000
    0.114  -15.0116     0.096     0.000     0.582     0.011     0.000     0.000
    0.133  -15.0186     0.096     0.000     0.579     0.012     0.000     0.000
    0.152  -15.0245     0.095     0.000     0.579     0.012     0.000     0.000
    0.171  -15.0292     0.096     0.000     0.581     0.012     0.000     0.000
    0.190  -15.0327     0.098     0.000     0.583     0.012     0.000     0.000
    0.209  -15.0347     0.098     0.000     0.582     0.012     0.000     0.000
    0.228  -15.0354     0.098     0.000     0.583     0.012     0.000     0.000
    0.228  -15.0354     0.098     0.000     0.583     0.012     0.000     0.000
    0.239  -15.0405     0.096     0.001     0.578     0.012     0.000     0.000
    0.250  -15.0518     0.097     0.001     0.576     0.012     0.000     0.000
    0.261  -15.0651     0.095     0.001     0.578     0.012     0.000     0.000
    0.272  -15.0787     0.098     0.001     0.573     0.011     0.000     0.000
    0.283  -15.0919     0.097     0.002     0.578     0.011     0.000     0.000
    0.294  -15.1043     0.096     0.002     0.575     0.011     0.000     0.000
    0.305  -15.1155     0.096     0.002     0.571     0.012     0.000     0.000
    0.316  -15.1254     0.094     0.002     0.573     0.013     0.000     0.000
    0.327  -15.1336     0.097     0.002     0.572     0.013     0.000     0.000
    0.338  -15.1397     0.097     0.002     0.572     0.012     0.000     0.000
    0.349  -15.1437     0.097     0.002     0.570     0.011     0.000     0.000
    0.360  -15.1454     0.096     0.002     0.571     0.011     0.000     0.000
    0.360  -15.1454     0.096     0.002     0.571     0.011     0.000     0.000
    0.382  -15.1435     0.099     0.002     0.570     0.012     0.000     0.000
    0.404  -15.1353     0.097     0.002     0.572     0.012     0.000     0.000
    0.426  -15.1227     0.094     0.002     0.573     0.012     0.000     0.000
    0.449  -15.1073     0.097     0.002     0.571     0.011     0.000     0.000
    0.471  -15.0899     0.096     0.001     0.576     0.012     0.000     0.000
    0.493  -15.0713     0.096     0.001     0.576     0.012     0.000     0.000
    0.515  -15.0522     0.094     0.001     0.580     0.012     0.000     0.000
    0.537  -15.0335     0.092     0.001     0.581     0.012     0.000     0.000
    0.559  -15.0162     0.089     0.001     0.582     0.013     0.000     0.000
    0.581  -15.0015     0.091     0.000     0.582     0.013     0.000     0.000
    0.603  -14.9898     0.092     0.000     0.586     0.013     0.000     0.000
    0.625  -14.9798     0.097     0.001     0.585     0.010     0.000     0.000
 
# Band-Index    6
    0.625  -14.9585     0.089     0.000     0.582     0.015     0.000     0.000
    0.603  -14.9455     0.090     0.000     0.584     0.014     0.000     0.000
    0.581  -14.9333     0.091     0.001     0.586     0.012     0.000     0.000
    0.559  -14.9243     0.091     0.001     0.580     0.012     0.000     0.000
    0.537  -14.9151     0.093     0.001     0.581     0.013     0.000     0.000
    0.515  -14.9047     0.091     0.002     0.581     0.011     0.000     0.000
    0.493  -14.8926     0.092     0.002     0.575     0.011     0.000     0.000
    0.471  -14.8789     0.093     0.002     0.581     0.011     0.000     0.000
    0.449  -14.8635     0.092     0.002     0.580     0.011     0.000     0.000
    0.426  -14.8463     0.091     0.002     0.580     0.011     0.000     0.000
    0.404  -14.8275     0.093     0.003     0.576     0.011     0.000     0.000
    0.382  -14.8075     0.093     0.003     0.576     0.011     0.000     0.000
    0.360  -14.7900     0.093     0.003     0.577     0.011     0.000     0.000
    0.360  -14.7900     0.093     0.003     0.577     0.011     0.000     0.000
    0.349  -14.8012     0.092     0.002     0.577     0.011     0.000     0.000
    0.338  -14.8181     0.095     0.002     0.580     0.010     0.000     0.000
    0.327  -14.8368     0.092     0.002     0.582     0.012     0.000     0.000
    0.316  -14.8560     0.091     0.002     0.583     0.012     0.000     0.000
    0.305  -14.8753     0.091     0.001     0.584     0.011     0.000     0.000
    0.294  -14.8945     0.092     0.001     0.586     0.012     0.000     0.000
    0.283  -14.9134     0.091     0.001     0.586     0.012     0.000     0.000
    0.272  -14.9318     0.093     0.001     0.589     0.013     0.000     0.000
    0.261  -14.9493     0.090     0.001     0.588     0.013     0.000     0.000
    0.250  -14.9654     0.090     0.001     0.589     0.012     0.000     0.000
    0.239  -14.9783     0.091     0.001     0.592     0.011     0.000     0.000
    0.228  -14.9839     0.093     0.001     0.588     0.012     0.000     0.000
    0.228  -14.9839     0.093     0.001     0.588     0.012     0.000     0.000
    0.209  -14.9832     0.092     0.001     0.590     0.011     0.000     0.000
    0.190  -14.9812     0.091     0.001     0.589     0.011     0.000     0.000
    0.171  -14.9778     0.090     0.001     0.585     0.011     0.000     0.000
    0.152  -14.9732     0.091     0.001     0.589     0.011     0.000     0.000
    0.133  -14.9676     0.092     0.001     0.587     0.011     0.000     0.000
    0.114  -14.9613     0.092     0.001     0.587     0.011     0.000     0.000
    0.095  -14.9547     0.094     0.001     0.586     0.011     0.000     0.000
    0.076  -14.9485     0.094     0.001     0.585     0.011     0.000     0.000
    0.057  -14.9441     0.092     0.001     0.584     0.012     0.000     0.000
    0.038  -14.9442     0.094     0.000     0.586     0.013     0.000     0.000
    0.019  -14.9523     0.094     0.000     0.581     0.013     0.000     0.000
    0.000  -14.9585     0.089     0.000     0.582     0.015     0.000     0.000
 
# Band-Index    7
    0.000  -14.9185     0.095     0.001     0.583     0.011     0.000     0.000
    0.019  -14.9158     0.094     0.001     0.581     0.012     0.000     0.000
    0.038  -14.9043     0.095     0.001     0.584     0.012     0.000     0.000
    0.057  -14.8836     0.091     0.001     0.587     0.014     0.000     0.000
    0.076  -14.8588     0.090     0.001     0.589     0.014     0.000     0.000
    0.095  -14.8323     0.087     0.001     0.587     0.015     0.000     0.000
    0.114  -14.8050     0.089     0.001     0.594     0.015     0.000     0.000
    0.133  -14.7770     0.090     0.001     0.593     0.013     0.000     0.000
    0.152  -14.7485     0.089     0.001     0.596     0.013     0.000     0.000
    0.171  -14.7196     0.090     0.001     0.598     0.014     0.000     0.000
    0.190  -14.6903     0.087     0.001     0.599     0.015     0.000     0.000
    0.209  -14.6610     0.087     0.000     0.599     0.015     0.000     0.000
    0.228  -14.6373     0.085     0.000     0.598     0.015     0.000     0.000
    0.228  -14.6373     0.085     0.000     0.598     0.015     0.000     0.000
    0.239  -14.6428     0.087     0.000     0.601     0.015     0.000     0.000
    0.250  -14.6539     0.088     0.000     0.598     0.015     0.000     0.000
    0.261  -14.6665     0.090     0.000     0.600     0.014     0.000     0.000
    0.272  -14.6794     0.091     0.000     0.596     0.014     0.000     0.000
    0.283  -14.6924     0.091     0.000     0.596     0.014     0.000     0.000
    0.294  -14.7053     0.090     0.000     0.595     0.013     0.000     0.000
    0.305  -14.7181     0.090     0.000     0.598     0.013     0.000     0.000
    0.316  -14.7305     0.089     0.000     0.594     0.012     0.000     0.000
    0.327  -14.7427     0.089     0.000     0.593     0.012     0.000     0.000
    0.338  -14.7544     0.091     0.000     0.595     0.012     0.000     0.000
    0.349  -14.7651     0.092     0.000     0.594     0.013     0.000     0.000
    0.360  -14.7725     0.087     0.001     0.593     0.015     0.000     0.000
    0.360  -14.7725     0.087     0.001     0.593     0.015     0.000     0.000
    0.382  -14.7675     0.090     0.001     0.593     0.012     0.000     0.000
    0.404  -14.7786     0.090     0.001     0.592     0.013     0.000     0.000
    0.426  -14.7930     0.091     0.002     0.590     0.013     0.000     0.000
    0.449  -14.8073     0.092     0.002     0.592     0.013     0.000     0.000
    0.471  -14.8208     0.092     0.002     0.591     0.013     0.000     0.000
    0.493  -14.8333     0.092     0.001     0.588     0.012     0.000     0.000
    0.515  -14.8454     0.092     0.001     0.584     0.011     0.000     0.000
    0.537  -14.8583     0.093     0.001     0.588     0.011     0.000     0.000
    0.559  -14.8742     0.091     0.001     0.589     0.013     0.000     0.000
    0.581  -14.8941     0.095     0.001     0.582     0.012     0.000     0.000
    0.603  -14.9120     0.092     0.001     0.580     0.012     0.000     0.000
    0.625  -14.9185     0.095     0.001     0.583     0.011     0.000     0.000
 
# Band-Index    8
    0.625  -14.8157     0.100     0.000     0.585     0.009     0.000     0.000
    0.603  -14.8139     0.099     0.000     0.585     0.009     0.000     0.000
    0.581  -14.8069     0.099     0.000     0.585     0.009     0.000     0.000
    0.559  -14.7916     0.100     0.001     0.586     0.011     0.000     0.000
    0.537  -14.7666     0.096     0.001     0.592     0.011     0.000     0.000
    0.515  -14.7345     0.094     0.001     0.593     0.012     0.000     0.000
    0.493  -14.6983     0.092     0.001     0.593     0.013     0.000     0.000
    0.471  -14.6601     0.089     0.001     0.589     0.014     0.000     0.000
    0.449  -14.6222     0.091     0.001     0.594     0.014     0.000     0.000
    0.426  -14.6285     0.089     0.001     0.595     0.014     0.000     0.000
    0.404  -14.6679     0.088     0.001     0.597     0.014     0.000     0.000
    0.382  -14.7037     0.086     0.000     0.600     0.013     0.000     0.000
    0.360  -14.7182     0.090     0.001     0.602     0.014     0.000     0.000
    0.360  -14.7182     0.090     0.001     0.602     0.014     0.000     0.000
    0.349  -14.7141     0.086     0.001     0.601     0.014     0.000     0.000
    0.338  -14.7069     0.090     0.001     0.605     0.013     0.000     0.000
    0.327  -14.6983     0.090     0.001     0.602     0.015     0.000     0.000
    0.316  -14.6889     0.088     0.001     0.599     0.016     0.000     0.000
    0.305  -14.6790     0.090     0.001     0.598     0.015     0.000     0.000
    0.294  -14.6690     0.089     0.001     0.597     0.015     0.000     0.000
    0.283  -14.6589     0.088     0.001     0.597     0.016     0.000     0.000
    0.272  -14.6490     0.089     0.001     0.598     0.016     0.000     0.000
    0.261  -14.6398     0.088     0.001     0.595     0.016     0.000     0.000
    0.250  -14.6318     0.087     0.002     0.595     0.014     0.000     0.000
    0.239  -14.6262     0.089     0.002     0.595     0.013     0.000     0.000
    0.228  -14.6245     0.087     0.002     0.597     0.015     0.000     0.000
    0.228  -14.6245     0.087     0.002     0.597     0.015     0.000     0.000
    0.209  -14.6219     0.088     0.001     0.597     0.017     0.000     0.000
    0.190  -14.6443     0.087     0.001     0.598     0.015     0.000     0.000
    0.171  -14.6690     0.083     0.001     0.603     0.016     0.000     0.000
    0.152  -14.6938     0.083     0.001     0.598     0.016     0.000     0.000
    0.133  -14.7177     0.087     0.001     0.602     0.014     0.000     0.000
    0.114  -14.7403     0.089     0.001     0.596     0.015     0.000     0.000
    0.095  -14.7611     0.089     0.001     0.595     0.014     0.000     0.000
    0.076  -14.7795     0.092     0.001     0.592     0.011     0.000     0.000
    0.057  -14.7949     0.096     0.001     0.592     0.013     0.000     0.000
    0.038  -14.8063     0.097     0.001     0.589     0.010     0.000     0.000
    0.019  -14.8134     0.103     0.000     0.587     0.009     0.000     0.000
    0.000  -14.8157     0.100     0.000     0.585     0.009     0.000     0.000
 
# Band-Index    9
    0.000  -14.6859     0.090     0.006     0.582     0.011     0.000     0.000
    0.019  -14.6820     0.089     0.006     0.582     0.011     0.000     0.000
    0.038  -14.6709     0.091     0.005     0.583     0.012     0.000     0.000
    0.057  -14.6537     0.091     0.005     0.589     0.012     0.000     0.000
    0.076  -14.6320     0.093     0.004     0.591     0.013     0.000     0.000
    0.095  -14.6073     0.092     0.004     0.588     0.012     0.000     0.000
    0.114  -14.5809     0.091     0.003     0.594     0.013     0.000     0.000
    0.133  -14.5551     0.091     0.002     0.598     0.014     0.000     0.000
    0.152  -14.5346     0.089     0.001     0.601     0.015     0.000     0.000
    0.171  -14.5391     0.086     0.000     0.608     0.016     0.000     0.000
    0.190  -14.5682     0.086     0.001     0.608     0.014     0.000     0.000
    0.209  -14.5971     0.088     0.001     0.606     0.014     0.000     0.000
    0.228  -14.6056     0.088     0.001     0.599     0.015     0.000     0.000
    0.228  -14.6056     0.088     0.001     0.599     0.015     0.000     0.000
    0.239  -14.6006     0.086     0.001     0.602     0.014     0.000     0.000
    0.250  -14.5898     0.085     0.001     0.603     0.014     0.000     0.000
    0.261  -14.5774     0.085     0.000     0.601     0.015     0.000     0.000
    0.272  -14.5645     0.086     0.000     0.603     0.015     0.000     0.000
    0.283  -14.5515     0.086     0.000     0.605     0.015     0.000     0.000
    0.294  -14.5388     0.083     0.000     0.603     0.016     0.000     0.000
    0.305  -14.5264     0.080     0.000     0.606     0.016     0.000     0.000
    0.316  -14.5146     0.082     0.000     0.608     0.016     0.000     0.000
    0.327  -14.5036     0.082     0.000     0.612     0.017     0.000     0.000
    0.338  -14.4937     0.082     0.000     0.611     0.016     0.000     0.000
    0.349  -14.4857     0.080     0.000     0.614     0.016     0.000     0.000
    0.360  -14.4832     0.085     0.000     0.615     0.016     0.000     0.000
    0.360  -14.4832     0.085     0.000     0.615     0.016     0.000     0.000
    0.382  -14.5033     0.081     0.001     0.614     0.017     0.000     0.000
    0.404  -14.5398     0.081     0.001     0.607     0.016     0.000     0.000
    0.426  -14.5779     0.084     0.001     0.603     0.015     0.000     0.000
    0.449  -14.5840     0.084     0.001     0.606     0.014     0.000     0.000
    0.471  -14.5538     0.085     0.001     0.606     0.014     0.000     0.000
    0.493  -14.5589     0.090     0.002     0.596     0.012     0.000     0.000
    0.515  -14.5866     0.091     0.003     0.593     0.011     0.000     0.000
    0.537  -14.6161     0.089     0.004     0.592     0.011     0.000     0.000
    0.559  -14.6433     0.091     0.005     0.591     0.012     0.000     0.000
    0.581  -14.6655     0.092     0.005     0.587     0.011     0.000     0.000
    0.603  -14.6805     0.088     0.006     0.581     0.011     0.000     0.000
    0.625  -14.6859     0.090     0.006     0.582     0.011     0.000     0.000
 
# Band-Index   10
    0.625  -14.3299     0.078     0.000     0.629     0.019     0.000     0.000
    0.603  -14.3360     0.080     0.000     0.630     0.020     0.000     0.000
    0.581  -14.3537     0.081     0.000     0.623     0.019     0.000     0.000
    0.559  -14.3807     0.082     0.000     0.623     0.018     0.000     0.000
    0.537  -14.4138     0.083     0.000     0.620     0.017     0.000     0.000
    0.515  -14.4497     0.083     0.000     0.616     0.017     0.000     0.000
    0.493  -14.4844     0.083     0.000     0.613     0.016     0.000     0.000
    0.471  -14.4977     0.085     0.000     0.616     0.016     0.000     0.000
    0.449  -14.4780     0.083     0.001     0.607     0.016     0.000     0.000
    0.426  -14.4586     0.085     0.001     0.604     0.014     0.000     0.000
    0.404  -14.4530     0.084     0.000     0.607     0.016     0.000     0.000
    0.382  -14.4588     0.084     0.001     0.603     0.016     0.000     0.000
    0.360  -14.4659     0.084     0.001     0.600     0.013     0.000     0.000
    0.360  -14.4659     0.084     0.001     0.600     0.013     0.000     0.000
    0.349  -14.4720     0.085     0.001     0.603     0.015     0.000     0.000
    0.338  -14.4807     0.088     0.001     0.602     0.014     0.000     0.000
    0.327  -14.4903     0.085     0.001     0.602     0.014     0.000     0.000
    0.316  -14.5001     0.086     0.001     0.607     0.015     0.000     0.000
    0.305  -14.5101     0.084     0.001     0.604     0.015     0.000     0.000
    0.294  -14.5201     0.084     0.000     0.605     0.015     0.000     0.000
    0.283  -14.5301     0.083     0.000     0.608     0.015     0.000     0.000
    0.272  -14.5398     0.082     0.000     0.609     0.014     0.000     0.000
    0.261  -14.5490     0.084     0.000     0.614     0.016     0.000     0.000
    0.250  -14.5570     0.083     0.000     0.612     0.016     0.000     0.000
    0.239  -14.5629     0.083     0.000     0.614     0.015     0.000     0.000
    0.228  -14.5651     0.084     0.000     0.617     0.016     0.000     0.000
    0.228  -14.5651     0.084     0.000     0.617     0.016     0.000     0.000
    0.209  -14.5536     0.084     0.000     0.616     0.014     0.000     0.000
    0.190  -14.5355     0.089     0.000     0.612     0.016     0.000     0.000
    0.171  -14.5245     0.087     0.001     0.609     0.015     0.000     0.000
    0.152  -14.5066     0.089     0.002     0.603     0.014     0.000     0.000
    0.133  -14.4774     0.089     0.002     0.602     0.012     0.000     0.000
    0.114  -14.4485     0.083     0.001     0.609     0.015     0.000     0.000
    0.095  -14.4205     0.083     0.001     0.616     0.017     0.000     0.000
    0.076  -14.3940     0.082     0.000     0.620     0.017     0.000     0.000
    0.057  -14.3698     0.082     0.000     0.621     0.018     0.000     0.000
    0.038  -14.3494     0.081     0.000     0.629     0.019     0.000     0.000
    0.019  -14.3352     0.080     0.000     0.625     0.020     0.000     0.000
    0.000  -14.3299     0.078     0.000     0.629     0.019     0.000     0.000
 
# Band-Index   11
    0.000  -14.2961     0.066     0.001     0.613     0.012     0.000     0.000
    0.019  -14.2960     0.071     0.001     0.618     0.015     0.000     0.000
    0.038  -14.3045     0.077     0.001     0.627     0.021     0.000     0.000
    0.057  -14.3202     0.076     0.001     0.618     0.019     0.000     0.000
